Product,Number of results in Yarrowia Database,groups,Number of results,%,product,species,titer,titer log(10),titer ln,titer log2
,,,,45.2,Lipids,yarrowia,1.5,0.176091259,0.405465108,0.584962500721156
,,,,3.8,Lipids,yarrowia,0.7,-0.15490196,-0.356674944,-0.514573172829758
,,,,0.8,Lipids,yarrowia,2.4,0.380211242,0.875468737,1.26303440583379
,,,,0.8,Lipids,yarrowia,2.5,0.397940009,0.916290732,1.32192809488736
,,,,34.5,Lipids,yarrowia,0.2,-0.698970004,-1.609437912,-2.32192809488736
,,,,3,Lipids,yarrowia,2.2,0.342422681,0.78845736,1.13750352374994
,,,,0.6,Lipids,yarrowia,2.3,0.361727836,0.832909123,1.20163386116965
,,,,0.4,Lipids,yarrowia,2.4,0.380211242,0.875468737,1.26303440583379
,,,,35.4,Lipids,yarrowia,3.4,0.531478917,1.223775432,1.76553474636298
,,,,4.1,Lipids,yarrowia,1.3,0.113943352,0.262364264,0.37851162325373
,,,,0.7,Lipids,yarrowia,2.1,0.322219295,0.741937345,1.0703893278914
,,,,0.7,Lipids,yarrowia,0.6,-0.22184875,-0.510825624,-0.736965594166206
,,,,31.5,Lipids,yarrowia,3.8,0.579783597,1.335001067,1.92599941855622
,,,,2.9,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,0.5,Lipids,yarrowia,4.1,0.612783857,1.410986974,2.03562390973072
,,,,0.5,Lipids,yarrowia,4,0.602059991,1.386294361,2
,,,,62,Lipids,yarrowia,2.4,0.380211242,0.875468737,1.26303440583379
,,,,3.3,Lipids,yarrowia,3.6,0.556302501,1.280933845,1.84799690655495
,,,,1.3,Lipids,yarrowia,0.3,-0.522878745,-1.203972804,-1.73696559416621
,,,,1.3,Lipids,yarrowia,2.6,0.414973348,0.955511445,1.37851162325373
,,,,22.5,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,3.7,Lipids,yarrowia,1.9,0.278753601,0.641853886,0.925999418556223
,,,,0.3,Lipids,yarrowia,3.2,0.505149978,1.16315081,1.67807190511264
,,,,0.75,Lipids,yarrowia,3.8,0.579783597,1.335001067,1.92599941855622
,,,,33.8,Lipids,yarrowia,2.3,0.361727836,0.832909123,1.20163386116965
,,,,6.1,Lipids,yarrowia,3.1,0.491361694,1.131402111,1.63226821549951
,,,,0.4,Lipids,yarrowia,3.3,0.51851394,1.193922468,1.72246602447109
,,,,0.6,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,33.6,Lipids,yarrowia,1.3,0.113943352,0.262364264,0.37851162325373
,,,,4.1,Lipids,yarrowia,1.1,0.041392685,0.09531018,0.137503523749935
,,,,0.7,Lipids,yarrowia,2.9,0.462397998,1.064710737,1.53605290024021
,,,,0.13,Lipids,yarrowia,1.3,0.113943352,0.262364264,0.37851162325373
,,,,47.5,Lipids,yarrowia,1.3,0.113943352,0.262364264,0.37851162325373
,,,,4.4,Lipids,yarrowia,2.2,0.342422681,0.78845736,1.13750352374994
,,,,0.9,Lipids,yarrowia,7.78,0.890979597,2.051556338,2.95977015521147
,,,,1,Lipids,yarrowia,6.68,0.824776462,1.899117988,2.73984810269933
,,,,39,Lipids,yarrowia,6.6,0.819543936,1.887069649,2.72246602447109
,,,,3.6,Lipids,yarrowia,6.66,0.823474229,1.896119485,2.73552217729654
,,,,0.4,Lipids,yarrowia,3.95,0.596597096,1.373715579,1.98185265328974
,,,,1.3,Lipids,yarrowia,4.55,0.658011397,1.515127233,2.18586654531133
,,,,39,Lipids,yarrowia,6.66,0.823474229,1.896119485,2.73552217729654
,,,,3.6,Lipids,yarrowia,4.32,0.635483747,1.463255402,2.11103131238874
,,,,0.4,Lipids,yarrowia,6.28,0.797959644,1.83736998,2.6507645591169
,,,,1.3,Lipids,yarrowia,5.48,0.738780558,1.701105101,2.4541758931858
,,,,77,Lipids,yarrowia,5.56,0.745074792,1.715598108,2.47508488294878
,,,,8.5,Lipids,yarrowia,0.2025,-0.693574972,-1.597015392,-2.3040061868901
,,,,68,Lipids,yarrowia,0.558,-0.253365801,-0.583396317,-0.841662972832899
,,,,9,Lipids,yarrowia,0.4032,-0.394479477,-0.908322562,-1.31043245604953
,,,,62,Lipids,yarrowia,0.248,-0.605548319,-1.394326533,-2.01158797427521
,,,,3.3,Lipids,yarrowia,0.0975,-1.010995384,-2.327902901,-3.35845397091248
,,,,1.3,Lipids,yarrowia,0.0464,-1.333482019,-3.07045582,-4.42973138442188
,,,,1.3,Lipids,yarrowia,1.05,0.021189299,0.048790164,0.070389327891398
,,,,62,Lipids,yarrowia,1.14,0.056904851,0.131028262,0.189033824390017
,,,,0.52,Lipids,yarrowia,0.77,-0.113509275,-0.261364764,-0.377069649079823
,,,,135,Lipids,yarrowia,0.74,-0.13076828,-0.301105093,-0.434402824145775
,,,,0.86,Lipids,yarrowia,1,0,0,0
,,,,1.58,Lipids,yarrowia,1.27,0.103803721,0.2390169,0.344828496997441
,,,,0.07,Lipids,yarrowia,1.33,0.123851641,0.285178942,0.411426245726465
,,,,0.06,Lipids,yarrowia,1.27,0.103803721,0.2390169,0.344828496997441
,,,,1.12,Lipids,yarrowia,1.06,0.025305865,0.058268908,0.0840642647884746
,,,,1.98,Lipids,yarrowia,1.42,0.152288344,0.350656872,0.505890929729957
,,,,0.26,Lipids,yarrowia,1.04,0.017033339,0.039220713,0.0565835283663675
,,,,1.9,Lipids,yarrowia,0.08,-1.096910013,-2.525728644,-3.64385618977473
,,,,87,Lipids,yarrowia,0.51,-0.292429824,-0.673344553,-0.971430847803229
,,,,2.5,Lipids,yarrowia,1.37,0.136720567,0.31481074,0.454175893185802
,,,,2.5,Lipids,yarrowia,0.59,-0.229147988,-0.527632742,-0.761213140412884
,,,,2.5,Lipids,yarrowia,0.13,-0.886056648,-2.040220829,-2.94341647163363
,,,,2.5,Lipids,yarrowia,0.49,-0.30980392,-0.713349888,-1.02914634565952
,,,,3.05,Lipids,yarrowia,1.37,0.136720567,0.31481074,0.454175893185802
,,,,3.2,Lipids,yarrowia,2.6,0.414973348,0.955511445,1.37851162325373
,,,,3.2,Lipids,yarrowia,5.03,0.701567985,1.615419984,2.3305584000308
,,,,3.2,Lipids,yarrowia,46.23,1.664923893,3.833628938,5.53075745746122
,,,,3.2,Lipids,yarrowia,10,1,2.302585093,3.32192809488736
,,,,3.73,Lipids,yarrowia,33,1.51851394,3.496507561,5.04439411935845
,,,,3.05,Lipids,yarrowia,55,1.740362689,4.007333185,5.78135971352466
,,,,3.58,Lipids,yarrowia,75,1.875061263,4.317488114,6.22881869049588
,,,,24.76,Lipids,yarrowia,115,2.06069784,4.744932128,6.84549005094438
,,,,101.3,Lipids,yarrowia,6.89,0.838219222,1.930071085,2.78450398292957
,,,,1.17,Lipids,yarrowia,7.89,0.897077003,2.065596135,2.98002530023873
,,,,24.02,Lipids,yarrowia,4.1,0.612783857,1.410986974,2.03562390973072
,,,,22.14,Lipids,yarrowia,8.1,0.908485019,2.091864062,3.01792190799726
,,,,33.87,Lipids,yarrowia,0.31,-0.508638306,-1.171182982,-1.68965987938785
,,,,26.56,Lipids,yarrowia,0.18,-0.744727495,-1.714798428,-2.47393118833241
,,,,24.02,Lipids,yarrowia,0.34,-0.468521083,-1.078809661,-1.55639334852439
,,,,19.16,Lipids,yarrowia,0.21,-0.677780705,-1.560647748,-2.25153876699596
,,,,23.95,Lipids,yarrowia,0.57,-0.244125144,-0.562118918,-0.810966175609983
,,,,25.49,Lipids,yarrowia,0.69,-0.161150909,-0.371063681,-0.535331732996556
,,,,20.75,Lipids,yarrowia,0.51,-0.292429824,-0.673344553,-0.971430847803229
,,,,8.01,Lipids,yarrowia,0.69,-0.161150909,-0.371063681,-0.535331732996556
,,,,21.3,Lipids,yarrowia,12.4,1.093421685,2.517696473,3.63226821549951
,,,,24.67,Lipids,yarrowia,16,1.204119983,2.772588722,4
,,,,34.76,Lipids,yarrowia,15.93,1.202215776,2.768204124,3.99367436175059
,,,,19.52,Lipids,yarrowia,16.11,1.20709554,2.779440197,4.00988458893185
,,,,19.52,Lipids,yarrowia,1.84,0.264817823,0.609765572,0.879705766282288
,,,,18.58,Lipids,yarrowia,0.87,-0.060480747,-0.139262067,-0.200912693925996
,,,,27.85,Lipids,yarrowia,0.85,-0.070581074,-0.162518929,-0.234465253637023
,,,,34.9,Lipids,yarrowia,2.6,0.414973348,0.955511445,1.37851162325373
,,,,17.31,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,33.81,Lipids,yarrowia,1.9,0.278753601,0.641853886,0.925999418556223
,,,,25.99,Lipids,yarrowia,2.7,0.431363764,0.993251773,1.43295940727611
,,,,93.86,Lipids,yarrowia,3.4,0.531478917,1.223775432,1.76553474636298
,,,,93.79,Lipids,yarrowia,1,0,0,0
,,,,96.46,Lipids,yarrowia,0.5,-0.301029996,-0.693147181,-1
,,,,18.66,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,18.08,Lipids,yarrowia,1.7,0.230448921,0.530628251,0.765534746362977
,,,,17.91,Lipids,yarrowia,0.8,-0.096910013,-0.223143551,-0.321928094887362
,,,,17.94,Lipids,yarrowia,0.8,-0.096910013,-0.223143551,-0.321928094887362
,,,,1.6,Lipids,yarrowia,1.6,0.204119983,0.470003629,0.678071905112638
,,,,0.0062,Lipids,yarrowia,3.95,0.596597096,1.373715579,1.98185265328974
,,,,0.8168,Lipids,yarrowia,5.75,0.759667845,1.749199855,2.52356195605701
,,,,13.5,Lipids,yarrowia,6.05,0.781755375,1.800058272,2.59693514238723
,,,,10,Lipids,yarrowia,10.1,1.004321374,2.312535424,3.33628338786443
,,,,8,Lipids,yarrowia,4.5,0.653212514,1.504077397,2.16992500144231
,,,,26.34,Lipids,yarrowia,10.4,1.017033339,2.341805806,3.37851162325373
,,,,14,Lipids,yarrowia,12.1,1.08278537,2.493205453,3.59693514238723
,,,,31,Lipids,yarrowia,13.6,1.133538908,2.610069793,3.76553474636298
,,,,38.6,Lipids,yarrowia,13.5,1.130333768,2.602689685,3.75488750216347
,,,,30.9,Lipids,yarrowia,31.86,1.503245771,3.461351304,4.99367436175059
,,,,17.2,Lipids,yarrowia,72.67,1.86135516,4.285928645,6.18328800120956
,,,,27.5,Lipids,yarrowia,3.6,0.556302501,1.280933845,1.84799690655495
,,,,27.8,Lipids,yarrowia,12.8,1.10720997,2.549445171,3.67807190511264
,,,,45,Lipids,yarrowia,30.8,1.488550717,3.42751469,4.94485844580754
,,,,42,Lipids,yarrowia,84.5,1.926856709,4.436751534,6.40087943628219
,,,,22.5,Lipids,yarrowia,0.85,-0.070581074,-0.162518929,-0.234465253637023
,,,,9,Lipids,yarrowia,0.9,-0.045757491,-0.105360516,-0.15200309344505
,,,,8,Lipids,yarrowia,1.1,0.041392685,0.09531018,0.137503523749935
,,,,8.26,Lipids,yarrowia,0.89,-0.050609993,-0.116533816,-0.168122758808327
,,,,1.53,Lipids,yarrowia,0.1,-1,-2.302585093,-3.32192809488736
,,,,1.21,Lipids,yarrowia,0.825,-0.083546051,-0.192371893,-0.277533975528909
,,,,5.5,Lipids,yarrowia,0.9,-0.045757491,-0.105360516,-0.15200309344505
,,,,7.38,Lipids,yarrowia,0.79,-0.102372909,-0.235722334,-0.340075441597622
,,,,7.84,Lipids,yarrowia,0.9,-0.045757491,-0.105360516,-0.15200309344505
,,,,12.6,Lipids,yarrowia,0.81,-0.091514981,-0.210721031,-0.3040061868901
,,,,3.45,Lipids,yarrowia,0.89,-0.050609993,-0.116533816,-0.168122758808327
,,,,6.17,Lipids,yarrowia,0.99,-0.004364805,-0.010050336,-0.0144995696951151
,,,,6,Lipids,yarrowia,0.825,-0.083546051,-0.192371893,-0.277533975528909
,,,,10,Lipids,yarrowia,2.204,0.34321159,0.790273891,1.14012422390907
,,,,2.6,Lipids,yarrowia,4.016,0.603793704,1.390286382,2.00575926928868
,,,,5.5,Lipids,yarrowia,4.71,0.673020907,1.549687908,2.23572705983806
,,,,0.05,Lipids,yarrowia,3.435,0.535926741,1.234016926,1.78031009904338
,,,,34,Lipids,yarrowia,3.3284,0.522235513,1.202491708,1.73482882390538
,,,,0.101,Lipids,yarrowia,5.1,0.707570176,1.62924054,2.35049724708413
,,,,0.1037,Lipids,yarrowia,3.0625,0.486076097,1.119231576,1.61470984411521
,,,,0.141,Lipids,yarrowia,1.45509,0.162889856,0.375067754,0.541108389242217
,,,,0.0781,Lipids,yarrowia,1.272922,0.104801792,0.241315045,0.348144018877261
,,,,0.0012,Lipids,yarrowia,0.5644,-0.248412995,-0.571992059,-0.825210106952185
,,,,0.0232,Lipids,yarrowia,0.6348,-0.197363082,-0.45444529,-0.655625966714268
,,,,0.0505,Lipids,yarrowia,0.574,-0.241088108,-0.555125883,-0.800877357986399
,,,,0.076,Lipids,yarrowia,1.104,0.042969073,0.098939948,0.142740172116082
,,,,65.6,Lipids,yarrowia,1.0578,0.024403563,0.05619128,0.0810668804918885
,,,,69.2,Lipids,yarrowia,3.6,0.556302501,1.280933845,1.84799690655495
,,,,3.02,Lipids,yarrowia,2.7,0.431363764,0.993251773,1.43295940727611
,,,,9.67,Lipids,yarrowia,1.8,0.255272505,0.587786665,0.84799690655495
,,,,10.3,Lipids,yarrowia,4,0.602059991,1.386294361,2
,,,,23,Lipids,yarrowia,3.9,0.591064607,1.360976553,1.96347412397489
,,,,11.4,Lipids,yarrowia,4.5,0.653212514,1.504077397,2.16992500144231
,,,,17.8,Lipids,yarrowia,5.7,0.755874856,1.740466175,2.51096191927738
,,,,36,Lipids,yarrowia,4,0.602059991,1.386294361,2
,,,,20,Lipids,yarrowia,3.7,0.568201724,1.30833282,1.88752527074159
,,,,21,Lipids,yarrowia,3.8,0.579783597,1.335001067,1.92599941855622
,,,,23,Lipids,yarrowia,4,0.602059991,1.386294361,2
,,,,21,Lipids,yarrowia,5.8,0.763427994,1.757857918,2.53605290024021
,,,,13.68,Lipids,yarrowia,6.02,0.779596491,1.795087259,2.58976348698498
,,,,22,Lipids,yarrowia,5.7,0.755874856,1.740466175,2.51096191927738
,,,,19.6,Lipids,yarrowia,47.8,1.679427897,3.867025639,5.57893871309339
,,,,19,Lipids,yarrowia,63.3,1.80140371,4.147885329,5.98413359454098
,,,,1.08,Lipids,yarrowia,61.4,1.788168371,4.117409835,5.94016675048282
,,,,1.84,Lipids,yarrowia,56.2,1.749736316,4.028916757,5.81249822533356
,,,,2.2,Lipids,yarrowia,54.6,1.737192643,4.000033883,5.77082904603249
,,,,2.2,Lipids,yarrowia,66.8,1.824776462,4.201703081,6.06177619758669
,,,,1.9,Lipids,yarrowia,98.9,1.995196292,4.594109239,6.62789861587175
,,,,2.2,Lipids,yarrowia,4.5,0.653212514,1.504077397,2.16992500144231
,,,,2.5,Lipids,yarrowia,7.5,0.875061263,2.014903021,2.90689059560852
,,,,2,Lipids,yarrowia,6.7,0.826074803,1.902107526,2.74416109557041
,,,,2.7,Lipids,yarrowia,4.3,0.633468456,1.458615023,2.10433665981474
,,,,16.9,Lipids,yarrowia,7.75,0.889301703,2.047692843,2.95419631038688
,,,,16.3,Lipids,yarrowia,7.8,0.892094603,2.054123734,2.96347412397489
,,,,8.3,Lipids,yarrowia,9,0.954242509,2.197224577,3.16992500144231
,,,,16.9,Lipids,yarrowia,3.8,0.579783597,1.335001067,1.92599941855622
,,,,19,Lipids,yarrowia,1.04,0.017033339,0.039220713,0.0565835283663675
,,,,32.3,Lipids,yarrowia,3.0653,0.486472985,1.120145444,1.61602827696081
,,,,8,Lipids,yarrowia,1.04,0.017033339,0.039220713,0.0565835283663675
,,,,44.55,Lipids,yarrowia,1.742,0.241048151,0.555033878,0.800744623936778
,,,,43.21,Lipids,yarrowia,0.938,-0.027797162,-0.06400533,-0.0923401721467106
,,,,40,Lipids,yarrowia,5.022,0.700876708,1.613828261,2.32826202860941
,,,,40.89,Lipids,yarrowia,2.5,0.397940009,0.916290732,1.32192809488736
,,,,43.06,Lipids,yarrowia,2.4,0.380211242,0.875468737,1.26303440583379
,,,,41.97,Lipids,yarrowia,1,0,0,0
,,,,34.24,Lipids,yarrowia,3.2,0.505149978,1.16315081,1.67807190511264
,,,,0.191,Lipids,yarrowia,3.5,0.544068044,1.252762968,1.8073549220576
,,,,0.477,Lipids,yarrowia,3.7,0.568201724,1.30833282,1.88752527074159
,,,,0.103,Lipids,yarrowia,1.1,0.041392685,0.09531018,0.137503523749935
,,,,0.371,Lipids,yarrowia,2.4,0.380211242,0.875468737,1.26303440583379
,,,,0.481,Lipids,yarrowia,2.7,0.431363764,0.993251773,1.43295940727611
,,,,0.243,Lipids,yarrowia,2.3,0.361727836,0.832909123,1.20163386116965
,,,,0.153,Lipids,yarrowia,4.1,0.612783857,1.410986974,2.03562390973072
,,,,0.062,Lipids,yarrowia,5,0.698970004,1.609437912,2.32192809488736
,,,,0.402,Lipids,yarrowia,4.1,0.612783857,1.410986974,2.03562390973072
,,,,1.357,Lipids,yarrowia,4.35,0.638489257,1.470175845,2.12101540096137
,,,,1.343,Lipids,yarrowia,0.414,-0.382999659,-0.881889305,-1.27229732716276
,,,,0.245,Lipids,yarrowia,0.546,-0.262807357,-0.605136303,-0.873027143742235
,,,,1.362,Lipids,yarrowia,0.3825,-0.417368561,-0.961026626,-1.38646834708207
,,,,1.283,Lipids,yarrowia,0.299,-0.524328812,-1.207311706,-1.74178261046398
,,,,0.241,Lipids,yarrowia,1.7248,0.236738744,0.545111102,0.786429083203056
,,,,1.369,Lipids,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,1.32,Lipids,yarrowia,0.4,-0.397940009,-0.916290732,-1.32192809488736
,,,,0.461,Lipids,yarrowia,0.6,-0.22184875,-0.510825624,-0.736965594166206
,,,,1.216,Lipids,yarrowia,0.9,-0.045757491,-0.105360516,-0.15200309344505
,,,,0.292,Lipids,yarrowia,0.91,-0.040958608,-0.094310679,-0.136061549576028
,,,,1.29,Lipids,yarrowia,0.8,-0.096910013,-0.223143551,-0.321928094887362
,,,,0.323,Lipids,yarrowia,0.7,-0.15490196,-0.356674944,-0.514573172829758
,,,,1.32,Lipids,yarrowia,0.55,-0.259637311,-0.597837001,-0.862496476250065
,,,,0.535,Lipids,yarrowia,1.73,0.238046103,0.548121409,0.790772037862
,,,,1.28,Lipids,yarrowia,5.16,0.712649702,1.640936579,2.36737106564853
,,,,0.263,Lipids,yarrowia,5.24,0.719331287,1.656321498,2.38956681176273
,,,,1.286,Lipids,yarrowia,4.57,0.6599162,1.519513205,2.19219416528335
,,,,0.554,Lipids,yarrowia,2.75,0.439332694,1.011600912,1.4594316186373
,,,,505,Lipids,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,0.0216,Lipids,yarrowia,7.4,0.86923172,2.00148,2.88752527074159
,,,,11.15,Lipids,yarrowia,8.01,0.903632516,2.080690761,3.00180224263399
,,,,4.18,Lipids,yarrowia,7.1,0.851258349,1.960094784,2.82781902461732
,,,,0.37,Lipids,yarrowia,3.23,0.509202522,1.172482137,1.6915341649192
,,,,10.9,Lipids,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,18.17,Lipids,yarrowia,6.76,0.829946696,1.91102289,2.75702324650746
,,,,1.67,Lipids,yarrowia,10.11,1.004751156,2.313525033,3.33771109212829
,,,,11.27,Lipids,yarrowia,9.09,0.958563883,2.207174908,3.18428029441938
,,,,12.58,Lipids,yarrowia,1.84,0.264817823,0.609765572,0.879705766282288
,,,,1.12,Lipids,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,8.45,Lipids,yarrowia,4.36,0.639486489,1.472472057,2.1243281350022
,,,,16.96,Lipids,yarrowia,7.9,0.897627091,2.066862759,2.98185265328974
,,,,2.01,Lipids,yarrowia,5.92,0.772321707,1.778336449,2.56559717585423
,,,,19.4,Lipids,yarrowia,1.38,0.139879086,0.322083499,0.464668267003444
,,,,29.2,Lipids,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,3.22,Lipids,yarrowia,2.49,0.396199347,0.91228271,1.31614574229336
,,,,100,Lipids,yarrowia,3.85,0.58546073,1.348073148,1.94485844580754
,,,,51,Lipids,yarrowia,3.3,0.51851394,1.193922468,1.72246602447109
,,,,53.04,Lipids,yarrowia,1.19,0.075546961,0.173953307,0.250961573533219
,,,,10.44,Lipids,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,23.84,Lipids,yarrowia,3.83,0.583198774,1.342864803,1.93734439215023
,,,,18.88,Lipids,yarrowia,4.48,0.651278014,1.499623046,2.16349873228288
,,,,23.92,Lipids,yarrowia,4.33,0.636487896,1.465567542,2.114367024952
,,,,22.72,Lipids,yarrowia,1.58,0.198657087,0.457424847,0.659924558402378
,,,,10.72,Lipids,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,17.28,Lipids,yarrowia,6.53,0.814913181,1.876406943,2.70708299177171
,,,,20.72,Lipids,yarrowia,7.22,0.858537198,1.976854953,2.85199883711245
,,,,19.5,Lipids,yarrowia,7.92,0.898725182,2.069391206,2.98550043030489
,,,,13.68,Lipids,yarrowia,7.16,0.854913022,1.968509981,2.83995958748953
,,,,0.0066,Lipids,yarrowia,3.16,0.499687083,1.150572028,1.65992455840238
,,,,0.0476,Lipids,yarrowia,8.32,0.920123326,2.118662255,3.05658352836637
,,,,0.0883,Lipids,yarrowia,8.27,0.91750551,2.112634509,3.04788732939655
,,,,0.0763,Lipids,yarrowia,8.28,0.918030337,2.113842968,3.0496307677246
,,,,0.1692,Lipids,yarrowia,5.33,0.726727209,1.673351238,2.41413553298445
,,,,0.1378,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,0.1339,Lipids,yarrowia,1.27,0.103803721,0.2390169,0.344828496997441
,,,,0.2383,Lipids,yarrowia,2.41,0.382017043,0.879626748,1.26903314645524
,,,,0.4257,Lipids,yarrowia,2.2,0.342422681,0.78845736,1.13750352374994
,,,,0.4383,Lipids,yarrowia,1.57,0.195899652,0.451075619,0.650764559116902
,,,,1.44,Lipids,yarrowia,1.6,0.204119983,0.470003629,0.678071905112638
,,,,36.4,Lipids,yarrowia,1.02,0.008600172,0.019802627,0.0285691521967709
,,,,33.7,Lipids,yarrowia,1.55,0.190331698,0.438254931,0.632268215499513
,,,,3.8,Lipids,yarrowia,1.53,0.184691431,0.425267735,0.613531652917927
,,,,21.3,Lipids,yarrowia,1.63,0.212187604,0.488580015,0.704871964456353
,,,,22.2,Lipids,yarrowia,0.82,-0.086186148,-0.198450939,-0.286304185156641
,,,,7.6,Lipids,yarrowia,1.45,0.161368002,0.371563556,0.53605290024021
,,,,7.5,Lipids,yarrowia,1.4,0.146128036,0.336472237,0.485426827170242
,,,,8.1,Lipids,yarrowia,1.62,0.209515015,0.482426149,0.6959938131099
,,,,11.1,Lipids,yarrowia,0.88,-0.055517328,-0.127833372,-0.184424571137427
,,,,12.7,Lipids,yarrowia,1.09,0.037426498,0.086177696,0.124328135002202
,,,,13.6,Lipids,yarrowia,1.56,0.193124598,0.444685821,0.641546029087524
,,,,1.5,Lipids,yarrowia,1.44,0.158362492,0.364643114,0.526068811667588
,,,,1.6,Lipids,yarrowia,1.56,0.193124598,0.444685821,0.641546029087524
,,,,1.6,Lipids,yarrowia,1.89,0.276461804,0.636576829,0.918386234446348
,,,,15.9,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,15.5,Lipids,yarrowia,2.65,0.423245874,0.97455964,1.40599235967584
,,,,14.2,Lipids,yarrowia,2.22,0.346352974,0.797507196,1.15055967657538
,,,,18.8,Lipids,yarrowia,1.19,0.075546961,0.173953307,0.250961573533219
,,,,17.9,Lipids,yarrowia,1.62,0.209515015,0.482426149,0.6959938131099
,,,,17.3,Lipids,yarrowia,4.75,0.67669361,1.558144618,2.24792751344359
,,,,21.8,Lipids,yarrowia,1,0,0,0
,,,,18,Lipids,yarrowia,1,0,0,0
,,,,3,Lipids,yarrowia,1.75,0.243038049,0.559615788,0.807354922057604
,,,,3,Lipids,yarrowia,1.2,0.079181246,0.182321557,0.263034405833794
,,,,2,Lipids,yarrowia,1.1,0.041392685,0.09531018,0.137503523749935
,,,,2,Lipids,yarrowia,1.7,0.230448921,0.530628251,0.765534746362977
,,,,2.33,Lipids,yarrowia,1.5,0.176091259,0.405465108,0.584962500721156
,,,,30,Lipids,yarrowia,1.3,0.113943352,0.262364264,0.37851162325373
,,,,41.6,Lipids,yarrowia,0.4,-0.397940009,-0.916290732,-1.32192809488736
,,,,40.2,Lipids,yarrowia,0.3,-0.522878745,-1.203972804,-1.73696559416621
,,,,38,Lipids,yarrowia,0.25,-0.602059991,-1.386294361,-2
,,,,34.9,Lipids,yarrowia,0.3,-0.522878745,-1.203972804,-1.73696559416621
,,,,33,Lipids,yarrowia,2.4,0.380211242,0.875468737,1.26303440583379
,,,,21.9,Lipids,yarrowia,1.5,0.176091259,0.405465108,0.584962500721156
,,,,28.37,Lipids,yarrowia,1.1,0.041392685,0.09531018,0.137503523749935
,,,,33.03,Lipids,yarrowia,1.5,0.176091259,0.405465108,0.584962500721156
,,,,28.37,Lipids,yarrowia,2,0.301029996,0.693147181,1
,,,,42.22,Lipids,yarrowia,0.8,-0.096910013,-0.223143551,-0.321928094887362
,,,,32.15,Lipids,yarrowia,1.6,0.204119983,0.470003629,0.678071905112638
,,,,50.55,Lipids,yarrowia,0.919973,-0.036224918,-0.083410957,-0.120336574302173
,,,,2.39,Lipids,yarrowia,1.08116,0.03388997,0.078034539,0.112580042152523
,,,,0.3,Lipids,yarrowia,2.54514,0.405711676,0.934185658,1.3477450165173
,,,,0.35,Lipids,yarrowia,3.5604,0.551498792,1.269872898,1.83203933265197
,,,,0.1,Lipids,yarrowia,2.5,0.397940009,0.916290732,1.32192809488736
,,,,0.3,Lipids,yarrowia,17.5,1.243038049,2.862200881,4.12928301694497
,,,,0.3,Lipids,yarrowia,4.8,0.681241237,1.568615918,2.26303440583379
,,,,0.3,Lipids,yarrowia,4.3,0.633468456,1.458615023,2.10433665981474
,,,,2.4,Lipids,yarrowia,2.2,0.342422681,0.78845736,1.13750352374994
,,,,4,Lipids,yarrowia,1.8,0.255272505,0.587786665,0.84799690655495
,,,,7.2,Lipids,yarrowia,1.75,0.243038049,0.559615788,0.807354922057604
,,,,5.72,Lipids,yarrowia,4.5,0.653212514,1.504077397,2.16992500144231
,,,,79.38,Lipids,yarrowia,4.1,0.612783857,1.410986974,2.03562390973072
,,,,33.8,Lipids,yarrowia,3.6,0.556302501,1.280933845,1.84799690655495
,,,,44.2,Lipids,yarrowia,1,0,0,0
,,,,48,Lipids,yarrowia,4,0.602059991,1.386294361,2
,,,,38.8,Lipids,yarrowia,6,0.77815125,1.791759469,2.58496250072116
,,,,37.1,Lipids,yarrowia,7,0.84509804,1.945910149,2.8073549220576
,,,,50.3,Lipids,yarrowia,8,0.903089987,2.079441542,3
,,,,53.2,Lipids,yarrowia,55,1.740362689,4.007333185,5.78135971352466
,,,,21.5,Lipids,yarrowia,35,1.544068044,3.555348061,5.12928301694497
,,,,21.9,Lipids,yarrowia,1.6,0.204119983,0.470003629,0.678071905112638
,,,,31.2,Lipids,yarrowia,2.5,0.397940009,0.916290732,1.32192809488736
,,,,32,Lipids,yarrowia,3.2,0.505149978,1.16315081,1.67807190511264
,,,,47,Lipids,yarrowia,4.6,0.662757832,1.526056303,2.20163386116965
,,,,10.9,Lipids,yarrowia,5.1,0.707570176,1.62924054,2.35049724708413
